"","Type","Degree","Betweenness","Closeness"
"15011","Total Data",1,0,NA
"15012","Total Data",1,0,NA
"15013","Total Data",1,0,NA
"15014","Total Data",1,0,NA
"15015","Total Data",1,0,NA
"15016","Total Data",1,0,NA
"15017","Total Data",1,0,NA
"15018","Total Data",1,0,NA
"15019","Total Data",1,0,NA
"15020","Total Data",1,0,NA
"15021","Total Data",3,0,NA
"15022","Total Data",2,0,NA
"15023","Total Data",2,0,NA
"15024","Total Data",1,0,NA
"15025","Total Data",1,0,NA
"15026","Total Data",1,0,NA
"15027","Total Data",1,0,NA
"15028","Total Data",2,0,NA
"15029","Total Data",1,0,NA
"15030","Total Data",2,0,NA
"15031","Total Data",1,0,NA
"15032","Total Data",2,0,NA
"15033","Total Data",1,0,NA
"15034","Total Data",1,0,NA
"15035","Total Data",1,0,NA
"15036","Total Data",2,0,NA
"15037","Total Data",1,0,NA
"15038","Total Data",1,0,NA
"15039","Total Data",1,0,NA
"15040","Total Data",1,0,NA
"15041","Total Data",1,0,NA
"15042","Total Data",1,0,NA
"15043","Total Data",1,0,NA
"15044","Total Data",1,0,NA
"15045","Total Data",1,0,NA
"15046","Total Data",1,0,NA
"15047","Total Data",1,0,NA
"15048","Total Data",1,0,NA
"15049","Total Data",1,0,NA
"15050","Total Data",2,0,NA
"15051","Total Data",1,0,NA
"15052","Total Data",1,0,NA
"15053","Total Data",1,0,NA
"15054","Total Data",1,0,NA
"15055","Total Data",1,0,NA
"15056","Total Data",1,0,NA
"15057","Total Data",1,0,NA
"15058","Total Data",2,0,NA
"15059","Total Data",1,0,NA
"15060","Total Data",1,0,NA
"15061","Total Data",1,0,NA
"15062","Total Data",1,0,NA
"15063","Total Data",1,0,NA
"15064","Total Data",1,0,NA
"15065","Total Data",1,0,NA
"15066","Total Data",1,0,NA
"15067","Total Data",1,0,NA
"15068","Total Data",4,0,NA
"15069","Total Data",2,0,NA
"15070","Total Data",1,0,NA
"15071","Total Data",1,0,NA
"15072","Total Data",1,0,NA
"15073","Total Data",2,0,NA
"15074","Total Data",2,0,NA
"15075","Total Data",3,0,NA
"15076","Total Data",2,0,NA
"15077","Total Data",1,0,NA
"15078","Total Data",1,0,NA
"15079","Total Data",1,0,NA
"15080","Total Data",1,0,NA
"15081","Total Data",1,0,NA
"15082","Total Data",1,0,NA
"15083","Total Data",1,0,NA
"15084","Total Data",1,0,NA
"15085","Total Data",1,0,NA
"15086","Total Data",1,0,NA
"15087","Total Data",1,0,NA
"15088","Total Data",1,0,NA
"15089","Total Data",1,0,NA
"15090","Total Data",1,0,NA
"15091","Total Data",1,0,NA
"15092","Total Data",1,0,NA
"15093","Total Data",1,0,NA
"15094","Total Data",1,0,NA
"15095","Total Data",1,0,NA
"15096","Total Data",2,0,NA
"15097","Total Data",3,0,NA
"15098","Total Data",4,0,NA
"15099","Total Data",2,0,NA
"15100","Total Data",2,0,NA
"15101","Total Data",2,0,NA
"15102","Total Data",2,0,NA
"15103","Total Data",1,0,NA
"15104","Total Data",1,0,NA
"15105","Total Data",1,0,NA
"15106","Total Data",4,0,NA
"15107","Total Data",3,0,NA
"15108","Total Data",3,0,NA
"15109","Total Data",1,0,NA
"15110","Total Data",1,0,NA
"15111","Total Data",1,0,NA
"15112","Total Data",2,0,NA
"15113","Total Data",3,0,NA
"15114","Total Data",1,0,NA
"15115","Total Data",1,0,NA
"15116","Total Data",2,0,NA
"15117","Total Data",3,0,NA
"15118","Total Data",1,0,NA
"15119","Total Data",1,0,NA
"15120","Total Data",1,0,NA
"15121","Total Data",1,0,NA
"15122","Total Data",3,0,NA
"15123","Total Data",4,0,NA
"15124","Total Data",2,0,NA
"15125","Total Data",1,0,NA
"15126","Total Data",1,0,NA
"15127","Total Data",1,0,NA
"15128","Total Data",1,0,NA
"15129","Total Data",2,0,NA
"15130","Total Data",1,0,NA
"15131","Total Data",1,0,NA
"15132","Total Data",1,0,NA
"15133","Total Data",2,0,NA
"15134","Total Data",1,0,NA
"15135","Total Data",1,0,NA
"15136","Total Data",1,0,NA
"15137","Total Data",1,0,NA
"15138","Total Data",1,0,NA
"15139","Total Data",1,0,NA
"15140","Total Data",1,0,NA
"15141","Total Data",1,0,NA
"15142","Total Data",4,0,NA
"15143","Total Data",3,0,NA
"15144","Total Data",1,0,NA
"15145","Total Data",1,0,NA
"15146","Total Data",1,0,NA
"15147","Total Data",2,0,NA
"15148","Total Data",1,0,NA
"15149","Total Data",1,0,NA
"15150","Total Data",3,0,NA
"15151","Total Data",17,0,NA
"15152","Total Data",1,0,NA
"15153","Total Data",2,0,NA
"15154","Total Data",1,0,NA
"15155","Total Data",1,0,NA
"15156","Total Data",3,0,NA
"15157","Total Data",2,0,NA
"15158","Total Data",1,0,NA
"15159","Total Data",1,0,NA
"15160","Total Data",20,0,NA
"15161","Total Data",17,0,NA
"15162","Total Data",1,0,NA
"15163","Total Data",1,0,NA
"15164","Total Data",1,0,NA
"15165","Total Data",1,0,NA
"15166","Total Data",2,0,NA
"15167","Total Data",2,0,NA
"15168","Total Data",1,0,NA
"15169","Total Data",47,0,NA
"15170","Total Data",1,0,NA
"15171","Total Data",1,0,NA
"15172","Total Data",1,0,NA
"15173","Total Data",1,0,NA
"15174","Total Data",1,0,NA
"15175","Total Data",1,0,NA
"15176","Total Data",1,0,NA
"15177","Total Data",1,0,NA
"15178","Total Data",1,0,NA
"15179","Total Data",20,0,NA
"15180","Total Data",1,0,NA
"15181","Total Data",1,0,NA
"15182","Total Data",2,0,NA
"15183","Total Data",3,0,NA
"15184","Total Data",3,0,NA
"15185","Total Data",1,0,NA
"15186","Total Data",1,0,NA
"15187","Total Data",1,0,NA
"15188","Total Data",1,0,NA
"15189","Total Data",1,0,NA
"15190","Total Data",2,0,NA
"15191","Total Data",2,0,NA
"15192","Total Data",1,0,NA
"15193","Total Data",1,0,NA
"15194","Total Data",1,0,NA
"15195","Total Data",1,0,NA
"15196","Total Data",1,0,NA
"15197","Total Data",1,0,NA
"15198","Total Data",1,0,NA
"15199","Total Data",1,0,NA
"15200","Total Data",2,0,NA
"15201","Total Data",1,0,NA
"15202","Total Data",1,0,NA
"15203","Total Data",1,0,NA
"15204","Total Data",3,0,NA
"15205","Total Data",1,0,NA
"15206","Total Data",1,0,NA
"15207","Total Data",1,0,NA
"15208","Total Data",3,0,NA
"15209","Total Data",1,0,NA
"15210","Total Data",1,0,NA
"15211","Total Data",3,0,NA
"15212","Total Data",1,0,NA
"15213","Total Data",1,0,NA
"15214","Total Data",2,0,NA
"15215","Total Data",2,0,NA
"15216","Total Data",1,0,NA
"15217","Total Data",1,0,NA
"15218","Total Data",1,0,NA
"15219","Total Data",1,0,NA
"15220","Total Data",2,0,NA
"15221","Total Data",1,0,NA
"15222","Total Data",3,0,NA
"15223","Total Data",2,0,NA
"15224","Total Data",2,0,NA
"15225","Total Data",1,0,NA
"15226","Total Data",1,0,NA
"15227","Total Data",1,0,NA
"15228","Total Data",1,0,NA
"15229","Total Data",2,0,NA
"15230","Total Data",1,0,NA
"15231","Total Data",1,0,NA
"15232","Total Data",1,0,NA
"15233","Total Data",3,0,NA
"15234","Total Data",2,0,NA
"15235","Total Data",2,0,NA
"15236","Total Data",1,0,NA
"15237","Total Data",1,0,NA
"15238","Total Data",1,0,NA
"15239","Total Data",1,0,NA
"15240","Total Data",1,0,NA
"15241","Total Data",2,0,NA
"15242","Total Data",1,0,NA
"15243","Total Data",1,0,NA
"15244","Total Data",1,0,NA
"15245","Total Data",1,0,NA
"15246","Total Data",1,0,NA
"15247","Total Data",1,0,NA
"15248","Total Data",1,0,NA
"15249","Total Data",2,0,NA
"15250","Total Data",1,0,NA
"15251","Total Data",2,0,NA
"15252","Total Data",2,0,NA
"15253","Total Data",2,0,NA
"15254","Total Data",1,0,NA
"15255","Total Data",2,0,NA
"15256","Total Data",1,0,NA
"15257","Total Data",1,0,NA
"15258","Total Data",1,0,NA
"15259","Total Data",1,0,NA
"15260","Total Data",2,0,NA
"15261","Total Data",2,0,NA
"15262","Total Data",2,0,NA
"15263","Total Data",2,0,NA
"15264","Total Data",2,0,NA
"15265","Total Data",1,0,NA
"15266","Total Data",1,0,NA
"15267","Total Data",1,0,NA
"15268","Total Data",1,0,NA
"15269","Total Data",1,0,NA
"15270","Total Data",1,0,NA
"15271","Total Data",1,0,NA
"15272","Total Data",1,0,NA
"15273","Total Data",3,0,NA
"15274","Total Data",1,0,NA
"15275","Total Data",1,0,NA
"15276","Total Data",1,0,NA
"15277","Total Data",1,0,NA
"15278","Total Data",4,0,NA
"15279","Total Data",2,0,NA
"15280","Total Data",2,0,NA
"15281","Total Data",2,0,NA
"15282","Total Data",1,0,NA
"15283","Total Data",1,0,NA
"15284","Total Data",1,0,NA
"15285","Total Data",2,0,NA
"15286","Total Data",2,0,NA
"15287","Total Data",3,0,NA
"15288","Total Data",2,0,NA
"15289","Total Data",1,0,NA
"15290","Total Data",1,0,NA
"15291","Total Data",2,0,NA
"15292","Total Data",4,0,NA
"15293","Total Data",2,0,NA
"15294","Total Data",2,0,NA
"15295","Total Data",1,0,NA
"15296","Total Data",2,0,NA
"15297","Total Data",1,0,NA
"15298","Total Data",2,0,NA
"15299","Total Data",3,0,NA
"15300","Total Data",1,0,NA
"15301","Total Data",3,0,NA
"15302","Total Data",2,0,NA
"15303","Total Data",2,0,NA
"15304","Total Data",1,0,NA
"15305","Total Data",1,0,NA
"15306","Total Data",1,0,NA
"15307","Total Data",1,0,NA
"15308","Total Data",4,0,NA
"15309","Total Data",1,0,NA
"15310","Total Data",1,0,NA
"15311","Total Data",1,0,NA
"15312","Total Data",3,0,NA
"15313","Total Data",2,0,NA
"15314","Total Data",1,0,NA
"15315","Total Data",1,0,NA
"15316","Total Data",1,0,NA
"15317","Total Data",2,0,NA
"15318","Total Data",2,0,NA
"15319","Total Data",1,0,NA
"15320","Total Data",1,0,NA
"15321","Total Data",2,0,NA
"15322","Total Data",2,0,NA
"15323","Total Data",1,0,NA
"15324","Total Data",1,0,NA
"15325","Total Data",1,0,NA
"15326","Total Data",2,0,NA
"15327","Total Data",1,0,NA
"15328","Total Data",1,0,NA
"15329","Total Data",1,0,NA
"15330","Total Data",1,0,NA
"15331","Total Data",1,0,NA
"15332","Total Data",1,0,NA
"15333","Total Data",1,0,NA
"15334","Total Data",1,0,NA
"15335","Total Data",1,0,NA
"15336","Total Data",1,0,NA
"15337","Total Data",1,0,NA
"15338","Total Data",1,0,NA
"15339","Total Data",1,0,NA
"15340","Total Data",1,0,NA
"15341","Total Data",1,0,NA
"15342","Total Data",1,0,NA
"15343","Total Data",1,0,NA
"15344","Total Data",1,0,NA
"15345","Total Data",1,0,NA
"15346","Total Data",1,0,NA
"15347","Total Data",1,0,NA
"15348","Total Data",1,0,NA
"15349","Total Data",1,0,NA
"15350","Total Data",1,0,NA
"15351","Total Data",1,0,NA
"15352","Total Data",2,0,NA
"15353","Total Data",1,0,NA
"15354","Total Data",1,0,NA
"15355","Total Data",1,0,NA
"15356","Total Data",1,0,NA
"15357","Total Data",1,0,NA
"15358","Total Data",1,0,NA
"15359","Total Data",1,0,NA
"15360","Total Data",1,0,NA
"15361","Total Data",1,0,NA
"15362","Total Data",2,0,NA
"15363","Total Data",2,0,NA
"15364","Total Data",2,0,NA
"15365","Total Data",1,0,NA
"15366","Total Data",1,0,NA
"15367","Total Data",1,0,NA
"15368","Total Data",2,0,NA
"15369","Total Data",2,0,NA
"15370","Total Data",1,0,NA
"15371","Total Data",22,0,NA
"15372","Total Data",1,0,NA
"15373","Total Data",2,0,NA
"15374","Total Data",3,0,NA
"15375","Total Data",1,0,NA
"15376","Total Data",1,0,NA
"15377","Total Data",2,0,NA
"15378","Total Data",1,0,NA
"15379","Total Data",1,0,NA
"15380","Total Data",2,0,NA
"15381","Total Data",1,0,NA
"15382","Total Data",3,0,NA
"15383","Total Data",42,0,NA
"15384","Total Data",1,0,NA
"15385","Total Data",1,0,NA
"15386","Total Data",1,0,NA
"15387","Total Data",1,0,NA
"15388","Total Data",1,0,NA
"15389","Total Data",1,0,NA
"15390","Total Data",1,0,NA
"15391","Total Data",1,0,NA
"15392","Total Data",1,0,NA
"15393","Total Data",1,0,NA
"15394","Total Data",1,0,NA
"15395","Total Data",1,0,NA
"15396","Total Data",1,0,NA
"15397","Total Data",3,0,NA
"15398","Total Data",1,0,NA
"15399","Total Data",1,0,NA
"15400","Total Data",1,0,NA
"15401","Total Data",1,0,NA
"15402","Total Data",1,0,NA
"15403","Total Data",1,0,NA
"15404","Total Data",1,0,NA
"15405","Total Data",1,0,NA
"15406","Total Data",1,0,NA
"15407","Total Data",1,0,NA
"15408","Total Data",1,0,NA
"15409","Total Data",1,0,NA
"15410","Total Data",3,0,NA
"15411","Total Data",2,0,NA
"15412","Total Data",1,0,NA
"15413","Total Data",1,0,NA
"15414","Total Data",1,0,NA
"15415","Total Data",2,0,NA
"15416","Total Data",1,0,NA
"15417","Total Data",1,0,NA
"15418","Total Data",1,0,NA
"15419","Total Data",1,0,NA
"15420","Total Data",1,0,NA
"15421","Total Data",1,0,NA
"15422","Total Data",1,0,NA
"15423","Total Data",2,0,NA
"15424","Total Data",1,0,NA
"15425","Total Data",34,0,NA
"15426","Total Data",3,0,NA
"15427","Total Data",1,0,NA
"15428","Total Data",1,0,NA
"15429","Total Data",1,0,NA
"15430","Total Data",2,0,NA
"15431","Total Data",2,0,NA
"15432","Total Data",3,0,NA
"15433","Total Data",3,0,NA
"15434","Total Data",26,0,NA
"15435","Total Data",1,0,NA
"15436","Total Data",1,0,NA
"15437","Total Data",1,0,NA
"15438","Total Data",1,0,NA
"15439","Total Data",1,0,NA
"15440","Total Data",1,0,NA
"15441","Total Data",1,0,NA
"15442","Total Data",1,0,NA
"15443","Total Data",1,0,NA
"15444","Total Data",1,0,NA
"15445","Total Data",1,0,NA
"15446","Total Data",1,0,NA
"15447","Total Data",1,0,NA
"15448","Total Data",1,0,NA
"15449","Total Data",1,0,NA
"15450","Total Data",2,0,NA
"15451","Total Data",1,0,NA
"15452","Total Data",1,0,NA
"15453","Total Data",1,0,NA
"15454","Total Data",1,0,NA
"15455","Total Data",1,0,NA
"15456","Total Data",1,0,NA
"15457","Total Data",1,0,NA
"15458","Total Data",3,0,NA
"15459","Total Data",4,0,NA
"15460","Total Data",2,0,NA
"15461","Total Data",3,0,NA
"15462","Total Data",1,0,NA
"15463","Total Data",1,0,NA
"15464","Total Data",2,0,NA
"15465","Total Data",1,0,NA
"15466","Total Data",1,0,NA
"15467","Total Data",1,0,NA
"15468","Total Data",1,0,NA
"15469","Total Data",1,0,NA
"15470","Total Data",1,0,NA
"15471","Total Data",1,0,NA
"15472","Total Data",1,0,NA
"15473","Total Data",1,0,NA
"15474","Total Data",1,0,NA
"15475","Total Data",1,0,NA
"15476","Total Data",1,0,NA
"15477","Total Data",1,0,NA
"15478","Total Data",1,0,NA
"15479","Total Data",1,0,NA
"15480","Total Data",1,0,NA
"15481","Total Data",1,0,NA
"15482","Total Data",1,0,NA
"15483","Total Data",1,0,NA
"15484","Total Data",1,0,NA
"15485","Total Data",1,0,NA
"15486","Total Data",1,0,NA
"15487","Total Data",1,0,NA
"15488","Total Data",1,0,NA
"15489","Total Data",3,0,NA
"15490","Total Data",1,0,NA
"15491","Total Data",1,0,NA
"15492","Total Data",1,0,NA
"15493","Total Data",1,0,NA
"15494","Total Data",1,0,NA
"15495","Total Data",1,0,NA
"15496","Total Data",2,0,NA
"15497","Total Data",1,0,NA
"15498","Total Data",1,0,NA
"15499","Total Data",1,0,NA
"15500","Total Data",2,0,NA
"15501","Total Data",1,0,NA
"15502","Total Data",1,0,NA
"15503","Total Data",1,0,NA
"15504","Total Data",3,0,NA
"15505","Total Data",1,0,NA
"15506","Total Data",1,0,NA
"15507","Total Data",1,0,NA
"15508","Total Data",1,0,NA
"15509","Total Data",1,0,NA
"15510","Total Data",3,0,NA
"15511","Total Data",21,0,NA
"15512","Total Data",2,0,NA
"15513","Total Data",1,0,NA
"15514","Total Data",1,0,NA
"15515","Total Data",1,0,NA
"15516","Total Data",1,0,NA
"15517","Total Data",1,0,NA
"15518","Total Data",1,0,NA
"15519","Total Data",2,0,NA
"15520","Total Data",2,0,NA
"15521","Total Data",2,0,NA
"15522","Total Data",2,0,NA
"15523","Total Data",1,0,NA
"15524","Total Data",1,0,NA
"15525","Total Data",1,0,NA
"15526","Total Data",1,0,NA
"15527","Total Data",1,0,NA
"15528","Total Data",35,0,NA
"15529","Total Data",2,0,NA
"15530","Total Data",2,0,NA
"15531","Total Data",2,0,NA
"15532","Total Data",2,0,NA
"15533","Total Data",2,0,NA
"15534","Total Data",1,0,NA
"15535","Total Data",2,0,NA
"15536","Total Data",4,0,NA
"15537","Total Data",1,0,NA
"15538","Total Data",1,0,NA
"15539","Total Data",1,0,NA
"15540","Total Data",1,0,NA
"15541","Total Data",1,0,NA
"15542","Total Data",1,0,NA
"15543","Total Data",1,0,NA
"15544","Total Data",1,0,NA
"15545","Total Data",1,0,NA
"15546","Total Data",1,0,NA
"15547","Total Data",2,0,NA
"15548","Total Data",1,0,NA
"15549","Total Data",2,0,NA
"15550","Total Data",1,0,NA
"15551","Total Data",1,0,NA
"15552","Total Data",1,0,NA
"15553","Total Data",4,0,NA
"15554","Total Data",1,0,NA
"15555","Total Data",1,0,NA
"15556","Total Data",1,0,NA
"15557","Total Data",2,0,NA
"15558","Total Data",1,0,NA
"15559","Total Data",2,0,NA
"15560","Total Data",3,0,NA
"15561","Total Data",1,0,NA
"15562","Total Data",3,0,NA
"15563","Total Data",1,0,NA
"15564","Total Data",2,0,NA
"15565","Total Data",3,0,NA
"15566","Total Data",1,0,NA
"15567","Total Data",2,0,NA
"15568","Total Data",1,0,NA
"15569","Total Data",1,0,NA
"15570","Total Data",1,0,NA
"15571","Total Data",1,0,NA
"15572","Total Data",1,0,NA
"15573","Total Data",2,0,NA
"15574","Total Data",2,0,NA
"15575","Total Data",1,0,NA
"15576","Total Data",1,0,NA
"15577","Total Data",2,0,NA
"15578","Total Data",2,0,NA
"15579","Total Data",2,0,NA
"15580","Total Data",1,0,NA
"15581","Total Data",2,0,NA
"15582","Total Data",2,0,NA
"15583","Total Data",1,0,NA
"15584","Total Data",1,0,NA
"15585","Total Data",1,0,NA
"15586","Total Data",1,0,NA
"15587","Total Data",2,0,NA
"15588","Total Data",1,0,NA
"15589","Total Data",1,0,NA
"15590","Total Data",3,0,NA
"15591","Total Data",2,0,NA
"15592","Total Data",2,0,NA
"15593","Total Data",3,0,NA
"15594","Total Data",3,0,NA
"15595","Total Data",3,0,NA
"15596","Total Data",2,0,NA
"15597","Total Data",3,0,NA
"15598","Total Data",2,0,NA
"15599","Total Data",1,0,NA
"15600","Total Data",2,0,NA
"15601","Total Data",2,0,NA
"15602","Total Data",2,0,NA
"15603","Total Data",1,0,NA
"15604","Total Data",1,0,NA
"15605","Total Data",1,0,NA
"15606","Total Data",1,0,NA
"15607","Total Data",1,0,NA
"15608","Total Data",1,0,NA
"15609","Total Data",2,0,NA
"15610","Total Data",1,0,NA
"15611","Total Data",1,0,NA
"15612","Total Data",2,0,NA
"15613","Total Data",1,0,NA
"15614","Total Data",2,0,NA
"15615","Total Data",1,0,NA
"15616","Total Data",2,0,NA
"15617","Total Data",1,0,NA
"15618","Total Data",2,0,NA
"15619","Total Data",1,0,NA
"15620","Total Data",2,0,NA
"15621","Total Data",2,0,NA
"15622","Total Data",1,0,NA
"15623","Total Data",1,0,NA
"15624","Total Data",14,0,NA
"15625","Total Data",1,0,NA
"15626","Total Data",3,0,NA
"15627","Total Data",2,0,NA
"15628","Total Data",2,0,NA
"15629","Total Data",1,0,NA
"15630","Total Data",2,0,NA
"15631","Total Data",3,0,NA
"15632","Total Data",1,0,NA
"15633","Total Data",1,0,NA
"15634","Total Data",37,0,NA
"15635","Total Data",1,0,NA
"15636","Total Data",3,0,NA
"15637","Total Data",1,0,NA
"15638","Total Data",1,0,NA
"15639","Total Data",3,0,NA
"15640","Total Data",2,0,NA
"15641","Total Data",3,0,NA
"15642","Total Data",1,0,NA
"15643","Total Data",1,0,NA
"15644","Total Data",1,0,NA
"15645","Total Data",1,0,NA
"15646","Total Data",2,0,NA
"15647","Total Data",3,0,NA
"15648","Total Data",2,0,NA
"15649","Total Data",1,0,NA
"15650","Total Data",3,0,NA
"15651","Total Data",1,0,NA
"15652","Total Data",1,0,NA
"15653","Total Data",1,0,NA
"15654","Total Data",3,0,NA
"15655","Total Data",1,0,NA
"15656","Total Data",1,0,NA
"15657","Total Data",1,0,NA
"15658","Total Data",3,0,NA
"15659","Total Data",1,0,NA
"15660","Total Data",3,0,NA
"15661","Total Data",1,0,NA
"15662","Total Data",1,0,NA
"15663","Total Data",1,0,NA
"15664","Total Data",1,0,NA
"15665","Total Data",1,0,NA
"15666","Total Data",1,0,NA
"15667","Total Data",3,0,NA
"15668","Total Data",1,0,NA
"15669","Total Data",1,0,NA
"15670","Total Data",1,0,NA
"15671","Total Data",3,0,NA
"15672","Total Data",2,0,NA
"15673","Total Data",2,0,NA
"15674","Total Data",2,0,NA
"15675","Total Data",1,0,NA
"15676","Total Data",1,0,NA
"15677","Total Data",1,0,NA
"15678","Total Data",1,0,NA
"15679","Total Data",2,0,NA
"15680","Total Data",1,0,NA
"15681","Total Data",1,0,NA
"15682","Total Data",1,0,NA
"15683","Total Data",1,0,NA
"15684","Total Data",1,0,NA
"15685","Total Data",1,0,NA
"15686","Total Data",2,0,NA
"15687","Total Data",3,0,NA
"15688","Total Data",1,0,NA
"15689","Total Data",2,0,NA
"15690","Total Data",1,0,NA
"15691","Total Data",1,0,NA
"15692","Total Data",1,0,NA
"15693","Total Data",1,0,NA
"15694","Total Data",1,0,NA
"15695","Total Data",2,0,NA
"15696","Total Data",2,0,NA
"15697","Total Data",1,0,NA
"15698","Total Data",1,0,NA
"15699","Total Data",1,0,NA
"15700","Total Data",4,0,NA
"15701","Total Data",2,0,NA
"15702","Total Data",4,0,NA
"15703","Total Data",3,0,NA
"15704","Total Data",1,0,NA
"15705","Total Data",4,0,NA
"15706","Total Data",1,0,NA
"15707","Total Data",1,0,NA
"15708","Total Data",3,0,NA
"15709","Total Data",9,0,NA
"15710","Total Data",2,0,NA
"15711","Total Data",2,0,NA
"15712","Total Data",1,0,NA
"15713","Total Data",1,0,NA
"15714","Total Data",1,0,NA
"15715","Total Data",2,0,NA
"15716","Total Data",1,0,NA
"15717","Total Data",1,0,NA
"15718","Total Data",2,0,NA
"15719","Total Data",1,0,NA
"15720","Total Data",1,0,NA
"15721","Total Data",1,0,NA
"15722","Total Data",1,0,NA
"15723","Total Data",2,0,NA
"15724","Total Data",2,0,NA
"15725","Total Data",2,0,NA
"15726","Total Data",2,0,NA
"15727","Total Data",4,0,NA
"15728","Total Data",2,0,NA
"15729","Total Data",3,0,NA
"15730","Total Data",2,0,NA
"15731","Total Data",1,0,NA
"15732","Total Data",3,0,NA
"15733","Total Data",2,0,NA
"15734","Total Data",1,0,NA
"15735","Total Data",1,0,NA
"15736","Total Data",6,0,NA
"15737","Total Data",1,0,NA
"15738","Total Data",1,0,NA
"15739","Total Data",3,0,NA
"15740","Total Data",4,0,NA
"15741","Total Data",2,0,NA
"15742","Total Data",1,0,NA
"15743","Total Data",2,0,NA
"15744","Total Data",1,0,NA
"15745","Total Data",1,0,NA
"15746","Total Data",3,0,NA
"15747","Total Data",1,0,NA
"15748","Total Data",1,0,NA
"15749","Total Data",2,0,NA
"15750","Total Data",2,0,NA
"15751","Total Data",4,0,NA
"15752","Total Data",1,0,NA
"15753","Total Data",1,0,NA
"15754","Total Data",1,0,NA
"15755","Total Data",1,0,NA
"15756","Total Data",1,0,NA
"15757","Total Data",2,0,NA
"15758","Total Data",2,0,NA
"15759","Total Data",2,0,NA
"15760","Total Data",1,0,NA
"15761","Total Data",1,0,NA
"15762","Total Data",1,0,NA
"15763","Total Data",1,0,NA
"15764","Total Data",1,0,NA
"15765","Total Data",1,0,NA
"15766","Total Data",1,0,NA
"15767","Total Data",1,0,NA
"15768","Total Data",1,0,NA
"15769","Total Data",1,0,NA
"15770","Total Data",1,0,NA
"15771","Total Data",6,0,NA
"15772","Total Data",1,0,NA
"15773","Total Data",1,0,NA
"15774","Total Data",1,0,NA
"15775","Total Data",1,0,NA
"15776","Total Data",1,0,NA
"15777","Total Data",2,0,NA
"15778","Total Data",3,0,NA
"15779","Total Data",1,0,NA
"15780","Total Data",2,0,NA
"15781","Total Data",1,0,NA
"15782","Total Data",2,0,NA
"15783","Total Data",1,0,NA
"15784","Total Data",1,0,NA
"15785","Total Data",3,0,NA
"15786","Total Data",58,0,NA
"15787","Total Data",3,0,NA
"15788","Total Data",3,0,NA
"15789","Total Data",1,0,NA
"15790","Total Data",2,0,NA
"15791","Total Data",1,0,NA
"15792","Total Data",2,0,NA
"15793","Total Data",2,0,NA
"15794","Total Data",1,0,NA
"15795","Total Data",1,0,NA
"15796","Total Data",2,0,NA
"15797","Total Data",3,0,NA
"15798","Total Data",3,0,NA
"15799","Total Data",1,0,NA
"15800","Total Data",1,0,NA
"15801","Total Data",2,0,NA
"15802","Total Data",1,0,NA
"15803","Total Data",2,0,NA
"15804","Total Data",4,0,NA
"15805","Total Data",3,0,NA
"15806","Total Data",4,0,NA
"15807","Total Data",1,0,NA
"15808","Total Data",3,0,NA
"15809","Total Data",3,0,NA
"15810","Total Data",3,0,NA
"15811","Total Data",1,0,NA
"15812","Total Data",1,0,NA
"15813","Total Data",2,0,NA
"15814","Total Data",4,0,NA
"15815","Total Data",1,0,NA
"15816","Total Data",1,0,NA
"15817","Total Data",3,0,NA
"15818","Total Data",3,0,NA
"15819","Total Data",3,0,NA
"15820","Total Data",1,0,NA
"15821","Total Data",1,0,NA
"15822","Total Data",1,0,NA
"15823","Total Data",1,0,NA
"15824","Total Data",1,0,NA
"15825","Total Data",2,0,NA
"15826","Total Data",1,0,NA
"15827","Total Data",2,0,NA
"15828","Total Data",1,0,NA
"15829","Total Data",3,0,NA
"15830","Total Data",1,0,NA
"15831","Total Data",1,0,NA
"15832","Total Data",1,0,NA
"15833","Total Data",1,0,NA
"15834","Total Data",2,0,NA
"15835","Total Data",1,0,NA
"15836","Total Data",1,0,NA
"15837","Total Data",2,0,NA
"15838","Total Data",1,0,NA
"15839","Total Data",1,0,NA
"15840","Total Data",3,0,NA
"15841","Total Data",1,0,NA
"15842","Total Data",1,0,NA
"15843","Total Data",1,0,NA
"15844","Total Data",2,0,NA
"15845","Total Data",2,0,NA
"15846","Total Data",1,0,NA
"15847","Total Data",1,0,NA
"15848","Total Data",1,0,NA
"15849","Total Data",1,0,NA
"15850","Total Data",1,0,NA
"15851","Total Data",1,0,NA
"15852","Total Data",1,0,NA
"15853","Total Data",1,0,NA
"15854","Total Data",1,0,NA
"15855","Total Data",3,0,NA
"15856","Total Data",2,0,NA
"15857","Total Data",1,0,NA
"15858","Total Data",3,0,NA
"15859","Total Data",3,1,NA
"15860","Total Data",1,0,NA
"15861","Total Data",1,0,NA
"15862","Total Data",1,0,NA
"15863","Total Data",1,0,NA
"15864","Total Data",1,0,NA
"15865","Total Data",1,0,NA
"15866","Total Data",2,0,NA
"15867","Total Data",1,0,NA
"15868","Total Data",1,0,NA
"15869","Total Data",1,0,NA
"15870","Total Data",1,0,NA
"15871","Total Data",1,0,NA
"15872","Total Data",2,0,NA
"15873","Total Data",1,0,NA
"15874","Total Data",2,0,NA
"15875","Total Data",1,0,NA
"15876","Total Data",2,0,NA
"15877","Total Data",1,0,NA
"15878","Total Data",3,0,NA
"15879","Total Data",1,0,NA
"15880","Total Data",2,0,NA
"15881","Total Data",3,0,NA
"15882","Total Data",3,0,NA
"15883","Total Data",1,0,NA
