"","Type","Degree","Betweenness","Closeness"
"6208","Total Data",2,0,NA
"6209","Total Data",4,0,NA
"6210","Total Data",2,0,NA
"6211","Total Data",3,0,NA
"6212","Total Data",11,0,NA
"6213","Total Data",7,0,NA
"6214","Total Data",6,0,NA
"6215","Total Data",14,148097.653507217,NA
"6216","Total Data",3,0,NA
"6217","Total Data",2,0,NA
"6218","Total Data",3,0,NA
"6219","Total Data",29,6288.50485826629,NA
"6220","Total Data",6,0,NA
"6221","Total Data",5,0,NA
"6222","Total Data",8,0,NA
"6223","Total Data",6,0,NA
"6224","Total Data",4,0,NA
"6225","Total Data",9,0,NA
"6226","Total Data",4,0,NA
"6227","Total Data",5,0,NA
"6228","Total Data",2,0,NA
"6229","Total Data",3,0,NA
"6230","Total Data",3,0,NA
"6231","Total Data",3,0,NA
"6232","Total Data",3,0,NA
"6233","Total Data",2,0,NA
"6234","Total Data",6,0,NA
"6235","Total Data",3,0,NA
"6236","Total Data",3,0,NA
"6237","Total Data",74,170911.435781358,NA
"6238","Total Data",12,0,NA
"6239","Total Data",6,0,NA
"6240","Total Data",4,0,NA
"6241","Total Data",4,0,NA
"6242","Total Data",4,0,NA
"6243","Total Data",6,0,NA
"6244","Total Data",5,0,NA
"6245","Total Data",32,3591.29647433394,NA
"6246","Total Data",16,9288,NA
"6247","Total Data",8,0,NA
"6248","Total Data",38,13243.0246141702,NA
"6249","Total Data",19,15104,NA
"6250","Total Data",3,0,NA
"6251","Total Data",4,0,NA
"6252","Total Data",2,0,NA
"6253","Total Data",22,55616.4243855981,NA
"6254","Total Data",37,17085.5105068987,NA
"6255","Total Data",5,0,NA
"6256","Total Data",2,0,NA
"6257","Total Data",30,12656.5740103012,NA
"6258","Total Data",2,0,NA
"6259","Total Data",31,11655.9585051416,NA
"6260","Total Data",1,0,NA
"6261","Total Data",5,0,NA
"6262","Total Data",8,0,NA
"6263","Total Data",5,0,NA
"6264","Total Data",10,0,NA
"6265","Total Data",23,64855.7558262275,NA
"6266","Total Data",26,14198.6584864133,NA
"6267","Total Data",7,3483,NA
"6268","Total Data",5,0,NA
"6269","Total Data",4,0,NA
"6270","Total Data",8,0,NA
"6271","Total Data",6,0,NA
"6272","Total Data",7,0,NA
"6273","Total Data",6,0,NA
"6274","Total Data",10,0,NA
"6275","Total Data",3,0,NA
"6276","Total Data",19,8621.95731208237,NA
"6277","Total Data",2,0,NA
"6278","Total Data",78,8689.20832307824,NA
"6279","Total Data",20,9059.61593772153,NA
"6280","Total Data",2,0,NA
"6281","Total Data",2,0,NA
"6282","Total Data",35,19737,NA
"6283","Total Data",2,0,NA
"6284","Total Data",12,5749.44624004936,NA
"6285","Total Data",38,33019.7171031386,NA
"6286","Total Data",2,0,NA
"6287","Total Data",10,8127,NA
"6288","Total Data",2,0,NA
"6289","Total Data",6,0,NA
"6290","Total Data",6,0,NA
"6291","Total Data",19,24413.951250909,NA
"6292","Total Data",10,0,NA
"6293","Total Data",4,0,NA
"6294","Total Data",7,0,NA
"6295","Total Data",8,0,NA
"6296","Total Data",5,0,NA
"6297","Total Data",6,0,NA
"6298","Total Data",5,0,NA
"6299","Total Data",4,0,NA
"6300","Total Data",31,58263.0020372677,NA
"6301","Total Data",3,0,NA
"6302","Total Data",3,0,NA
"6303","Total Data",55,24739.0070760327,NA
"6304","Total Data",7,0,NA
"6305","Total Data",8,0,NA
"6306","Total Data",3,0,NA
"6307","Total Data",5,0,NA
"6308","Total Data",7,0,NA
"6309","Total Data",6,0,NA
"6310","Total Data",6,0,NA
"6311","Total Data",6,0,NA
"6312","Total Data",10,0,NA
"6313","Total Data",9,0,NA
"6314","Total Data",6,0,NA
"6315","Total Data",28,9942.74780669815,NA
"6316","Total Data",3,0,NA
"6317","Total Data",4,0,NA
"6318","Total Data",2,0,NA
"6319","Total Data",4,0,NA
"6320","Total Data",4,0,NA
"6321","Total Data",2,0,NA
"6322","Total Data",55,145811.571273438,NA
"6323","Total Data",11,893.097179244578,NA
"6324","Total Data",22,1183.67969980612,NA
"6325","Total Data",44,5206.24800968483,NA
"6326","Total Data",3,0,NA
"6327","Total Data",12,14933.7704269095,NA
"6328","Total Data",39,59165.0168654593,NA
"6329","Total Data",4,0,NA
"6330","Total Data",2,0,NA
"6331","Total Data",5,0,NA
"6332","Total Data",2,0,NA
"6333","Total Data",3,0,NA
"6334","Total Data",26,3787.98551391821,NA
"6335","Total Data",3,0,NA
"6336","Total Data",6,0,NA
"6337","Total Data",26,17893.63568858,NA
"6338","Total Data",2,0,NA
"6339","Total Data",4,0,NA
"6340","Total Data",2,0,NA
"6341","Total Data",25,15710.5278814424,NA
"6342","Total Data",19,13146.6545906461,NA
"6343","Total Data",2,0,NA
"6344","Total Data",2,0,NA
"6345","Total Data",18,14350.365173495,NA
"6346","Total Data",3,0,NA
"6347","Total Data",3,0,NA
"6348","Total Data",3,0,NA
"6349","Total Data",28,9469.94596925554,NA
"6350","Total Data",3,0,NA
"6351","Total Data",4,0,NA
"6352","Total Data",3,0,NA
"6353","Total Data",47,146514.253117628,NA
"6354","Total Data",3,0,NA
"6355","Total Data",1,0,NA
"6356","Total Data",41,41169.2622239876,NA
"6357","Total Data",2,0,NA
"6358","Total Data",75,145501.829159194,NA
"6359","Total Data",18,68323.3062271308,NA
"6360","Total Data",6,0,NA
"6361","Total Data",4,0,NA
"6362","Total Data",4,0,NA
"6363","Total Data",58,158604.184436743,NA
"6364","Total Data",3,0,NA
"6365","Total Data",6,4644,NA
"6366","Total Data",4,0,NA
"6367","Total Data",3,0,NA
"6368","Total Data",2,0,NA
"6369","Total Data",5,0,NA
"6370","Total Data",3,0,NA
"6371","Total Data",5,0,NA
"6372","Total Data",35,10299.5795736653,NA
"6373","Total Data",5,0,NA
"6374","Total Data",5,0,NA
"6375","Total Data",5,0,NA
"6376","Total Data",5,0,NA
"6377","Total Data",10,0,NA
"6378","Total Data",5,0,NA
"6379","Total Data",5,0,NA
"6380","Total Data",7,0,NA
"6381","Total Data",5,0,NA
"6382","Total Data",8,0,NA
"6383","Total Data",6,0,NA
"6384","Total Data",6,0,NA
"6385","Total Data",5,0,NA
"6386","Total Data",5,0,NA
"6387","Total Data",6,0,NA
"6388","Total Data",5,0,NA
"6389","Total Data",4,0,NA
"6390","Total Data",4,0,NA
"6391","Total Data",6,0,NA
"6392","Total Data",52,24063.535951921,NA
"6393","Total Data",11,5969.82673985091,NA
"6394","Total Data",26,12658.1436348192,NA
"6395","Total Data",1,0,NA
"6396","Total Data",15,11289.0724897013,NA
"6397","Total Data",1,0,NA
"6398","Total Data",7,3483,NA
"6399","Total Data",6,729.817339396852,NA
"6400","Total Data",6,0,NA
"6401","Total Data",4,0,NA
"6402","Total Data",4,0,NA
"6403","Total Data",4,0,NA
"6404","Total Data",4,0,NA
"6405","Total Data",4,0,NA
"6406","Total Data",5,0,NA
"6407","Total Data",4,0,NA
"6408","Total Data",8,0,NA
"6409","Total Data",5,0,NA
"6410","Total Data",5,0,NA
"6411","Total Data",57,41558.6189843574,NA
"6412","Total Data",24,38003.7770658903,NA
"6413","Total Data",5,0,NA
"6414","Total Data",6,0,NA
"6415","Total Data",6,0,NA
"6416","Total Data",27,10632.9968045248,NA
"6417","Total Data",3,0,NA
"6418","Total Data",4,0,NA
"6419","Total Data",24,13019.3987032342,NA
"6420","Total Data",13,0,NA
"6421","Total Data",6,0,NA
"6422","Total Data",11,0,NA
"6423","Total Data",6,0,NA
"6424","Total Data",6,0,NA
"6425","Total Data",6,0,NA
"6426","Total Data",6,0,NA
"6427","Total Data",5,0,NA
"6428","Total Data",5,0,NA
"6429","Total Data",5,0,NA
"6430","Total Data",4,0,NA
"6431","Total Data",4,0,NA
"6432","Total Data",5,0,NA
"6433","Total Data",2,0,NA
"6434","Total Data",2,0,NA
"6435","Total Data",3,0,NA
"6436","Total Data",1,0,NA
"6437","Total Data",4,0,NA
"6438","Total Data",3,0,NA
"6439","Total Data",5,0,NA
"6440","Total Data",5,0,NA
"6441","Total Data",5,0,NA
"6442","Total Data",5,0,NA
"6443","Total Data",4,0,NA
"6444","Total Data",3,0,NA
"6445","Total Data",2,0,NA
"6446","Total Data",4,0,NA
"6447","Total Data",5,0,NA
"6448","Total Data",4,0,NA
"6449","Total Data",4,0,NA
"6450","Total Data",4,0,NA
"6451","Total Data",4,0,NA
"6452","Total Data",4,0,NA
"6453","Total Data",5,0,NA
"6454","Total Data",17,67923.6417034045,NA
"6455","Total Data",8,0,NA
"6456","Total Data",8,0,NA
"6457","Total Data",6,0,NA
"6458","Total Data",7,0,NA
"6459","Total Data",5,0,NA
"6460","Total Data",4,0,NA
"6461","Total Data",3,0,NA
"6462","Total Data",5,0,NA
"6463","Total Data",6,0,NA
"6464","Total Data",3,0,NA
"6465","Total Data",3,0,NA
"6466","Total Data",5,0,NA
"6467","Total Data",5,0,NA
"6468","Total Data",3,0,NA
"6469","Total Data",3,0,NA
"6470","Total Data",3,0,NA
"6471","Total Data",3,0,NA
"6472","Total Data",6,0,NA
"6473","Total Data",4,0,NA
"6474","Total Data",1,0,NA
"6475","Total Data",1,0,NA
"6476","Total Data",5,0,NA
"6477","Total Data",4,0,NA
"6478","Total Data",4,0,NA
"6479","Total Data",39,24735.7991712288,NA
"6480","Total Data",3,0,NA
"6481","Total Data",2,0,NA
"6482","Total Data",2,0,NA
"6483","Total Data",2,0,NA
"6484","Total Data",25,11903.9129128131,NA
"6485","Total Data",2,0,NA
"6486","Total Data",3,0,NA
"6487","Total Data",134,131130.881287828,NA
"6488","Total Data",69,193177.17532486,NA
"6489","Total Data",21,2202.91727150492,NA
"6490","Total Data",55,42499.489291795,NA
"6491","Total Data",35,68663.3076051977,NA
"6492","Total Data",25,81338.8042937258,NA
"6493","Total Data",80,49277.4944091799,NA
"6494","Total Data",83,49104.0363364953,NA
"6495","Total Data",59,133963.210628939,NA
"6496","Total Data",37,144125.698310187,NA
"6497","Total Data",39,155425.435250017,NA
"6498","Total Data",28,7698.50728654123,NA
"6499","Total Data",14,40664.970507692,NA
"6500","Total Data",14,0,NA
"6501","Total Data",15,121.908690295799,NA
"6502","Total Data",29,81728.0721625101,NA
"6503","Total Data",43,51457.2315751307,NA
"6504","Total Data",16,778.804164620012,NA
"6505","Total Data",94,72934.9857117899,NA
"6506","Total Data",62,58032.7135033981,NA
"6507","Total Data",4,0,NA
"6508","Total Data",5,0,NA
"6509","Total Data",4,0,NA
"6510","Total Data",8,0,NA
"6511","Total Data",12,7191.69052170431,NA
"6512","Total Data",12,0,NA
"6513","Total Data",8,0,NA
"6514","Total Data",6,0,NA
"6515","Total Data",7,0,NA
"6516","Total Data",3,0,NA
"6517","Total Data",5,0,NA
"6518","Total Data",8,0,NA
"6519","Total Data",53,37901.2893357194,NA
"6520","Total Data",2,0,NA
"6521","Total Data",2,0,NA
"6522","Total Data",13,10449,NA
"6523","Total Data",2,0,NA
"6524","Total Data",2,0,NA
"6525","Total Data",30,3665.67989199382,NA
"6526","Total Data",2,0,NA
"6527","Total Data",4,0,NA
"6528","Total Data",3,0,NA
"6529","Total Data",5,0,NA
"6530","Total Data",2,0,NA
"6531","Total Data",4,0,NA
"6532","Total Data",3,0,NA
"6533","Total Data",4,0,NA
"6534","Total Data",5,0,NA
"6535","Total Data",4,0,NA
"6536","Total Data",4,0,NA
"6537","Total Data",3,0,NA
"6538","Total Data",4,0,NA
"6539","Total Data",4,0,NA
"6540","Total Data",2,0,NA
"6541","Total Data",2,0,NA
"6542","Total Data",2,0,NA
"6543","Total Data",1,0,NA
"6544","Total Data",4,0,NA
"6545","Total Data",19,11610,NA
"6546","Total Data",6,4644,NA
"6547","Total Data",6,0,NA
"6548","Total Data",6,64.6265739509005,NA
"6549","Total Data",17,0,NA
"6550","Total Data",7,0,NA
"6551","Total Data",5,0,NA
"6552","Total Data",4,0,NA
"6553","Total Data",3,0,NA
"6554","Total Data",14,8364.29250303361,NA
"6555","Total Data",1,0,NA
"6556","Total Data",1,0,NA
"6557","Total Data",44,24083.8109970061,NA
"6558","Total Data",14,17294.8755832505,NA
"6559","Total Data",33,15042.2850123151,NA
"6560","Total Data",2,0,NA
"6561","Total Data",21,18576,NA
"6562","Total Data",1,0,NA
"6563","Total Data",8,6928.49374248244,NA
"6564","Total Data",6,0,NA
"6565","Total Data",17,8127,NA
"6566","Total Data",5,0,NA
"6567","Total Data",16,14067.8486396444,NA
"6568","Total Data",62,164206.304172744,NA
"6569","Total Data",5,0,NA
"6570","Total Data",35,13303.9346312451,NA
"6571","Total Data",4,0,NA
"6572","Total Data",4,0,NA
"6573","Total Data",5,0,NA
"6574","Total Data",5,0,NA
"6575","Total Data",4,0,NA
"6576","Total Data",7,0,NA
"6577","Total Data",12,0,NA
"6578","Total Data",7,0,NA
"6579","Total Data",2,0,NA
"6580","Total Data",41,39336.0278390524,NA
"6581","Total Data",19,51404.2633931239,NA
"6582","Total Data",3,0,NA
"6583","Total Data",3,0,NA
"6584","Total Data",2,0,NA
"6585","Total Data",3,0,NA
"6586","Total Data",44,17889.2610003428,NA
"6587","Total Data",25,7212.5569651772,NA
"6588","Total Data",9,6966,NA
"6589","Total Data",2,0,NA
"6590","Total Data",35,6168.69200147216,NA
"6591","Total Data",2,0,NA
"6592","Total Data",2,0,NA
"6593","Total Data",28,15344.9119526177,NA
"6594","Total Data",4,0,NA
"6595","Total Data",38,6142.77373295639,NA
"6596","Total Data",51,255614.751279163,NA
"6597","Total Data",5,0,NA
"6598","Total Data",5,0,NA
"6599","Total Data",7,0,NA
"6600","Total Data",5,0,NA
"6601","Total Data",5,0,NA
"6602","Total Data",7,0,NA
"6603","Total Data",8,0,NA
"6604","Total Data",9,0,NA
"6605","Total Data",2,0,NA
"6606","Total Data",2,0,NA
"6607","Total Data",1,0,NA
"6608","Total Data",3,0,NA
"6609","Total Data",2,0,NA
"6610","Total Data",3,0,NA
"6611","Total Data",1,0,NA
"6612","Total Data",29,14745.0865770663,NA
"6613","Total Data",1,0,NA
"6614","Total Data",1,0,NA
"6615","Total Data",2,0,NA
"6616","Total Data",2,0,NA
"6617","Total Data",17,12948.3207807671,NA
"6618","Total Data",2,0,NA
"6619","Total Data",24,4523.25799704878,NA
"6620","Total Data",3,0,NA
"6621","Total Data",2,0,NA
"6622","Total Data",7,0,NA
"6623","Total Data",6,0,NA
"6624","Total Data",7,0,NA
"6625","Total Data",11,0,NA
"6626","Total Data",11,0,NA
"6627","Total Data",3,0,NA
"6628","Total Data",4,0,NA
"6629","Total Data",4,0,NA
"6630","Total Data",26,20812.8754237035,NA
"6631","Total Data",81,19070.5453531802,NA
"6632","Total Data",6,0,NA
"6633","Total Data",6,0,NA
"6634","Total Data",6,0,NA
"6635","Total Data",6,0,NA
"6636","Total Data",6,19.9490574347359,NA
"6637","Total Data",2,0,NA
"6638","Total Data",4,0,NA
"6639","Total Data",4,0,NA
"6640","Total Data",4,0,NA
"6641","Total Data",4,0,NA
"6642","Total Data",3,0,NA
"6643","Total Data",4,0,NA
"6644","Total Data",3,0,NA
"6645","Total Data",3,0,NA
"6646","Total Data",3,0,NA
"6647","Total Data",3,0,NA
"6648","Total Data",3,0,NA
"6649","Total Data",5,0,NA
"6650","Total Data",109,165843.992843786,NA
"6651","Total Data",8,0,NA
"6652","Total Data",5,0,NA
"6653","Total Data",10,0,NA
"6654","Total Data",4,0,NA
"6655","Total Data",5,0,NA
"6656","Total Data",5,0,NA
"6657","Total Data",3,0,NA
"6658","Total Data",3,0,NA
"6659","Total Data",3,0,NA
"6660","Total Data",4,0,NA
"6661","Total Data",4,0,NA
"6662","Total Data",3,0,NA
"6663","Total Data",4,0,NA
"6664","Total Data",4,0,NA
"6665","Total Data",4,0,NA
"6666","Total Data",4,0,NA
"6667","Total Data",4,0,NA
"6668","Total Data",4,0,NA
"6669","Total Data",3,0,NA
"6670","Total Data",2,0,NA
"6671","Total Data",2,0,NA
"6672","Total Data",3,0,NA
"6673","Total Data",3,0,NA
"6674","Total Data",3,0,NA
"6675","Total Data",3,0,NA
"6676","Total Data",3,0,NA
"6677","Total Data",5,0,NA
"6678","Total Data",10,2187.57192272318,NA
"6679","Total Data",11,0,NA
"6680","Total Data",5,0,NA
"6681","Total Data",5,0,NA
"6682","Total Data",5,0,NA
"6683","Total Data",7,0,NA
"6684","Total Data",4,0,NA
"6685","Total Data",7,0,NA
"6686","Total Data",4,0,NA
"6687","Total Data",2,0,NA
"6688","Total Data",2,0,NA
"6689","Total Data",3,0,NA
"6690","Total Data",6,0,NA
"6691","Total Data",3,0,NA
"6692","Total Data",2,0,NA
"6693","Total Data",5,0,NA
"6694","Total Data",5,0,NA
"6695","Total Data",18,27837.7279548178,NA
"6696","Total Data",6,0,NA
"6697","Total Data",5,0,NA
"6698","Total Data",7,0,NA
"6699","Total Data",6,0,NA
"6700","Total Data",8,0,NA
"6701","Total Data",17,8127,NA
"6702","Total Data",6,0,NA
"6703","Total Data",3,0,NA
"6704","Total Data",4,0,NA
"6705","Total Data",4,0,NA
"6706","Total Data",4,0,NA
"6707","Total Data",3,0,NA
"6708","Total Data",4,0,NA
"6709","Total Data",39,33033.07460753,NA
"6710","Total Data",6,0,NA
"6711","Total Data",7,0,NA
"6712","Total Data",6,0,NA
"6713","Total Data",2,0,NA
"6714","Total Data",5,0,NA
"6715","Total Data",4,0,NA
"6716","Total Data",4,0,NA
"6717","Total Data",2,0,NA
"6718","Total Data",2,0,NA
"6719","Total Data",2,0,NA
"6720","Total Data",3,0,NA
"6721","Total Data",4,0,NA
"6722","Total Data",3,0,NA
"6723","Total Data",2,0,NA
"6724","Total Data",2,0,NA
"6725","Total Data",3,0,NA
"6726","Total Data",3,0,NA
"6727","Total Data",3,0,NA
"6728","Total Data",4,0,NA
"6729","Total Data",6,0,NA
"6730","Total Data",5,0,NA
"6731","Total Data",4,0,NA
"6732","Total Data",2,0,NA
"6733","Total Data",5,0,NA
"6734","Total Data",5,0,NA
"6735","Total Data",5,0,NA
"6736","Total Data",5,0,NA
"6737","Total Data",5,0,NA
"6738","Total Data",5,0,NA
"6739","Total Data",4,0,NA
"6740","Total Data",4,0,NA
"6741","Total Data",4,0,NA
"6742","Total Data",3,0,NA
"6743","Total Data",3,0,NA
"6744","Total Data",4,0,NA
"6745","Total Data",5,0,NA
"6746","Total Data",5,0,NA
"6747","Total Data",3,0,NA
"6748","Total Data",82,25099.6893910151,NA
"6749","Total Data",59,7769.35873927965,NA
"6750","Total Data",6,0,NA
"6751","Total Data",7,0,NA
"6752","Total Data",7,0,NA
"6753","Total Data",6,0,NA
"6754","Total Data",5,0,NA
"6755","Total Data",6,0,NA
"6756","Total Data",3,0,NA
"6757","Total Data",4,0,NA
"6758","Total Data",3,0,NA
"6759","Total Data",7,0,NA
"6760","Total Data",1,0,NA
"6761","Total Data",1,0,NA
"6762","Total Data",8,0,NA
"6763","Total Data",4,0,NA
"6764","Total Data",10,0,NA
"6765","Total Data",6,0,NA
"6766","Total Data",6,0,NA
"6767","Total Data",4,0,NA
"6768","Total Data",5,0,NA
"6769","Total Data",7,0,NA
"6770","Total Data",3,0,NA
"6771","Total Data",7,0,NA
"6772","Total Data",1,0,NA
"6773","Total Data",4,0,NA
"6774","Total Data",4,0,NA
"6775","Total Data",3,0,NA
"6776","Total Data",3,0,NA
"6777","Total Data",4,0,NA
"6778","Total Data",4,0,NA
"6779","Total Data",1,0,NA
"6780","Total Data",1,0,NA
"6781","Total Data",1,0,NA
"6782","Total Data",1,0,NA
"6783","Total Data",1,0,NA
"6784","Total Data",1,0,NA
"6785","Total Data",1,0,NA
"6786","Total Data",1,0,NA
"6787","Total Data",1,0,NA
"6788","Total Data",1,0,NA
"6789","Total Data",2,0,NA
"6790","Total Data",1,0,NA
"6791","Total Data",1,0,NA
"6792","Total Data",18,92511.3973753893,NA
"6793","Total Data",5,0,NA
"6794","Total Data",8,0,NA
"6795","Total Data",2,0,NA
"6796","Total Data",2,0,NA
"6797","Total Data",2,0,NA
"6798","Total Data",3,0,NA
"6799","Total Data",36,15436.5979896585,NA
"6800","Total Data",3,0,NA
"6801","Total Data",4,0,NA
"6802","Total Data",4,0,NA
"6803","Total Data",2,0,NA
"6804","Total Data",4,0,NA
"6805","Total Data",5,0,NA
"6806","Total Data",5,0,NA
"6807","Total Data",3,0,NA
"6808","Total Data",5,0,NA
"6809","Total Data",5,0,NA
"6810","Total Data",6,0,NA
"6811","Total Data",1,0,NA
"6812","Total Data",3,0,NA
"6813","Total Data",2,0,NA
"6814","Total Data",3,0,NA
"6815","Total Data",1,0,NA
"6816","Total Data",3,0,NA
"6817","Total Data",4,0,NA
"6818","Total Data",6,0,NA
"6819","Total Data",6,0,NA
"6820","Total Data",9,0,NA
"6821","Total Data",7,0,NA
"6822","Total Data",3,0,NA
"6823","Total Data",2,0,NA
"6824","Total Data",2,0,NA
"6825","Total Data",29,87112.706057888,NA
"6826","Total Data",53,126547.705445669,NA
"6827","Total Data",6,0,NA
"6828","Total Data",5,0,NA
"6829","Total Data",5,0,NA
"6830","Total Data",27,6836.37453452233,NA
"6831","Total Data",3,0,NA
"6832","Total Data",2,0,NA
"6833","Total Data",2,0,NA
"6834","Total Data",3,0,NA
"6835","Total Data",2,0,NA
"6836","Total Data",4,0,NA
"6837","Total Data",3,0,NA
"6838","Total Data",6,0,NA
"6839","Total Data",3,0,NA
"6840","Total Data",6,0,NA
"6841","Total Data",5,0,NA
"6842","Total Data",4,0,NA
"6843","Total Data",4,0,NA
"6844","Total Data",27,11299.13957957,NA
"6845","Total Data",31,35567.4826657391,NA
"6846","Total Data",62,61744.8544498604,NA
"6847","Total Data",17,11545.4246925263,NA
"6848","Total Data",3,0,NA
"6849","Total Data",3,0,NA
"6850","Total Data",1,0,NA
"6851","Total Data",1,0,NA
"6852","Total Data",1,0,NA
"6853","Total Data",1,0,NA
"6854","Total Data",2,0,NA
"6855","Total Data",1,0,NA
"6856","Total Data",1,0,NA
"6857","Total Data",4,0,NA
"6858","Total Data",4,0,NA
"6859","Total Data",4,0,NA
"6860","Total Data",60,9501.13377853957,NA
"6861","Total Data",5,0,NA
"6862","Total Data",6,0,NA
"6863","Total Data",3,0,NA
"6864","Total Data",4,0,NA
"6865","Total Data",3,0,NA
"6866","Total Data",3,0,NA
"6867","Total Data",3,0,NA
"6868","Total Data",4,0,NA
"6869","Total Data",3,0,NA
"6870","Total Data",4,0,NA
"6871","Total Data",3,0,NA
"6872","Total Data",2,0,NA
"6873","Total Data",4,0,NA
"6874","Total Data",7,0,NA
"6875","Total Data",7,0,NA
"6876","Total Data",5,0,NA
"6877","Total Data",8,0,NA
"6878","Total Data",6,0,NA
"6879","Total Data",5,0,NA
"6880","Total Data",5,0,NA
"6881","Total Data",3,0,NA
"6882","Total Data",4,0,NA
"6883","Total Data",4,0,NA
"6884","Total Data",4,0,NA
"6885","Total Data",6,0,NA
"6886","Total Data",3,0,NA
"6887","Total Data",3,0,NA
"6888","Total Data",7,0,NA
"6889","Total Data",7,0,NA
"6890","Total Data",3,0,NA
"6891","Total Data",7,0,NA
"6892","Total Data",5,0,NA
"6893","Total Data",7,0,NA
"6894","Total Data",3,0,NA
"6895","Total Data",4,0,NA
"6896","Total Data",4,0,NA
"6897","Total Data",91,263099.018605408,NA
"6898","Total Data",7,0,NA
"6899","Total Data",7,0,NA
"6900","Total Data",5,0,NA
"6901","Total Data",4,0,NA
"6902","Total Data",6,0,NA
"6903","Total Data",6,0,NA
"6904","Total Data",5,0,NA
"6905","Total Data",5,0,NA
"6906","Total Data",4,0,NA
"6907","Total Data",2,0,NA
"6908","Total Data",2,0,NA
"6909","Total Data",2,0,NA
"6910","Total Data",3,0,NA
"6911","Total Data",3,0,NA
"6912","Total Data",3,0,NA
"6913","Total Data",4,0,NA
"6914","Total Data",3,0,NA
"6915","Total Data",3,0,NA
"6916","Total Data",6,0,NA
"6917","Total Data",4,0,NA
"6918","Total Data",8,0,NA
"6919","Total Data",6,0,NA
"6920","Total Data",6,0,NA
"6921","Total Data",5,0,NA
"6922","Total Data",3,0,NA
"6923","Total Data",4,0,NA
"6924","Total Data",7,0,NA
"6925","Total Data",4,0,NA
"6926","Total Data",35,35862.8046450522,NA
"6927","Total Data",31,31176.7927702865,NA
"6928","Total Data",1,0,NA
"6929","Total Data",1,0,NA
"6930","Total Data",1,0,NA
"6931","Total Data",1,0,NA
"6932","Total Data",1,0,NA
"6933","Total Data",1,0,NA
"6934","Total Data",1,0,NA
"6935","Total Data",1,0,NA
"6936","Total Data",1,0,NA
"6937","Total Data",1,0,NA
"6938","Total Data",2,0,NA
"6939","Total Data",4,0,NA
"6940","Total Data",4,0,NA
"6941","Total Data",4,0,NA
"6942","Total Data",3,0,NA
"6943","Total Data",4,0,NA
"6944","Total Data",6,0,NA
"6945","Total Data",3,0,NA
"6946","Total Data",3,0,NA
"6947","Total Data",3,0,NA
"6948","Total Data",2,0,NA
"6949","Total Data",3,0,NA
"6950","Total Data",4,0,NA
"6951","Total Data",28,54866.6568084605,NA
"6952","Total Data",5,0,NA
"6953","Total Data",6,0,NA
"6954","Total Data",6,0,NA
"6955","Total Data",6,0,NA
"6956","Total Data",12,0,NA
"6957","Total Data",8,0,NA
"6958","Total Data",6,0,NA
"6959","Total Data",6,0,NA
"6960","Total Data",5,0,NA
"6961","Total Data",5,0,NA
"6962","Total Data",2,0,NA
"6963","Total Data",20,69742.3518230705,NA
"6964","Total Data",4,0,NA
"6965","Total Data",4,0,NA
"6966","Total Data",5,0,NA
"6967","Total Data",4,0,NA
"6968","Total Data",2,0,NA
"6969","Total Data",2,0,NA
"6970","Total Data",2,0,NA
"6971","Total Data",8,0,NA
"6972","Total Data",7,0,NA
"6973","Total Data",4,0,NA
"6974","Total Data",5,0,NA
"6975","Total Data",6,0,NA
"6976","Total Data",7,0,NA
"6977","Total Data",5,0,NA
"6978","Total Data",4,0,NA
"6979","Total Data",6,0,NA
"6980","Total Data",4,0,NA
"6981","Total Data",5,0,NA
"6982","Total Data",5,0,NA
"6983","Total Data",7,0,NA
"6984","Total Data",5,0,NA
"6985","Total Data",6,0,NA
"6986","Total Data",4,0,NA
"6987","Total Data",5,0,NA
"6988","Total Data",3,0,NA
"6989","Total Data",5,0,NA
"6990","Total Data",5,0,NA
"6991","Total Data",6,0,NA
"6992","Total Data",4,0,NA
"6993","Total Data",3,0,NA
"6994","Total Data",6,0,NA
"6995","Total Data",5,0,NA
"6996","Total Data",6,0,NA
"6997","Total Data",8,0,NA
"6998","Total Data",6,0,NA
"6999","Total Data",2,0,NA
"7000","Total Data",33,54676.6541340582,NA
"7001","Total Data",5,0,NA
"7002","Total Data",3,0,NA
"7003","Total Data",9,0,NA
"7004","Total Data",9,0,NA
"7005","Total Data",6,0,NA
"7006","Total Data",4,0,NA
"7007","Total Data",6,0,NA
"7008","Total Data",5,0,NA
"7009","Total Data",6,0,NA
"7010","Total Data",4,0,NA
"7011","Total Data",6,0,NA
"7012","Total Data",3,0,NA
"7013","Total Data",3,0,NA
"7014","Total Data",3,0,NA
"7015","Total Data",5,0,NA
"7016","Total Data",4,0,NA
"7017","Total Data",5,0,NA
"7018","Total Data",5,0,NA
"7019","Total Data",6,0,NA
"7020","Total Data",78,117598.471177963,NA
"7021","Total Data",79,143090.085832147,NA
"7022","Total Data",16,1364.74775153898,NA
"7023","Total Data",9,0,NA
"7024","Total Data",16,826.152621085971,NA
"7025","Total Data",5,0,NA
"7026","Total Data",5,0,NA
"7027","Total Data",5,0,NA
"7028","Total Data",6,0,NA
"7029","Total Data",6,0,NA
"7030","Total Data",6,0,NA
"7031","Total Data",5,0,NA
"7032","Total Data",5,0,NA
"7033","Total Data",8,0,NA
"7034","Total Data",8,0,NA
"7035","Total Data",5,0,NA
"7036","Total Data",5,0,NA
